Ticket_Key,Agentkey,IssueType,Vendor,Feedback,CPC,AWT (hrs),Good Feedback
94729,70,Presales,XYZ,Good,2,26.4,1
96121,70,Presales,XYZ,Good,2,3.7,1
96322,70,Presales,XYZ,Good,2,34.9,1
96335,70,Presales,XYZ,Good,2,0.4,1
98167,70,Presales,XYZ,Good,2,28.9,1
98565,70,Presales,XYZ,Good,2,2.6,1
877,70,Aftersales,XYZ,Good,2,0,1
1463,70,Aftersales,XYZ,Good,2,6.3,1
1561,70,Aftersales,XYZ,Good,2,5.1,1
2997,70,Aftersales,XYZ,Good,2,2.6,1
3450,70,Aftersales,XYZ,Good,2,28.2,1
5030,70,Aftersales,XYZ,Good,2,22.9,1
6818,70,Aftersales,XYZ,Good,2,5.6,1
7247,70,Aftersales,XYZ,Good,2,12.3,1
8037,70,Aftersales,XYZ,Good,2,2.6,1
8818,70,Aftersales,XYZ,Good,2,1.9,1
8872,70,Aftersales,XYZ,Good,2,12.9,1
11133,70,Aftersales,XYZ,Good,2,1.6,1
13208,70,Aftersales,XYZ,Good,2,0.2,1
13304,70,Aftersales,XYZ,Good,2,1.7,1
14016,70,Aftersales,XYZ,Good,2,2.4,1
15003,70,Aftersales,XYZ,Good,2,26.3,1
15952,70,Aftersales,XYZ,Good,2,2.5,1
19537,70,Aftersales,XYZ,Good,2,4.7,1
20158,70,Aftersales,XYZ,Good,2,8.5,1
21247,70,Aftersales,XYZ,Good,2,1.1,1
22848,70,Aftersales,XYZ,Good,2,1.9,1
23969,70,Aftersales,XYZ,Good,2,0.2,1
24017,70,Aftersales,XYZ,Good,2,2,1
24166,70,Aftersales,XYZ,Good,2,4.3,1
24265,70,Aftersales,XYZ,Good,2,2,1
25745,70,Aftersales,XYZ,Good,2,0.6,1
26102,70,Aftersales,XYZ,Good,2,6.5,1
27524,70,Aftersales,XYZ,Good,2,4.9,1
28251,70,Aftersales,XYZ,Good,2,12,1
29638,70,Aftersales,XYZ,Good,2,0.7,1
30601,70,Aftersales,XYZ,Good,2,3.6,1
31405,70,Aftersales,XYZ,Good,2,27.3,1
31518,70,Aftersales,XYZ,Good,2,1.7,1
33096,70,Aftersales,XYZ,Good,2,18.8,1
33393,70,Aftersales,XYZ,Good,2,6.5,1
33592,70,Aftersales,XYZ,Good,2,0.5,1
34034,70,Aftersales,XYZ,Good,2,2.5,1
35015,70,Aftersales,XYZ,Good,2,21.6,1
35056,70,Aftersales,XYZ,Good,2,7.8,1
38507,70,Aftersales,XYZ,Good,2,9.8,1
38660,70,Aftersales,XYZ,Good,2,8.6,1
40720,70,Aftersales,XYZ,Good,2,2.9,1
41318,70,Aftersales,XYZ,Good,2,5.3,1
42417,70,Aftersales,XYZ,Good,2,0.3,1
43406,70,Aftersales,XYZ,Good,2,0.5,1
43547,70,Aftersales,XYZ,Good,2,2.3,1
44443,70,Aftersales,XYZ,Good,2,0.8,1
44676,70,Aftersales,XYZ,Good,2,3.1,1
44845,70,Aftersales,XYZ,Good,2,16.3,1
45657,70,Aftersales,XYZ,Good,2,1.7,1
47082,70,Aftersales,XYZ,Good,2,0.2,1
47543,70,Aftersales,XYZ,Good,2,8.4,1
48417,70,Aftersales,XYZ,Good,2,0,1
48738,70,Aftersales,XYZ,Good,2,2.4,1
49196,70,Aftersales,XYZ,Good,2,5.2,1
49558,70,Aftersales,XYZ,Good,2,5.4,1
50626,70,Aftersales,XYZ,Good,2,2,1
51379,70,Aftersales,XYZ,Good,2,8.2,1
51952,70,Aftersales,XYZ,Good,2,4.3,1
53526,70,Aftersales,XYZ,Good,2,21,1
54454,70,Aftersales,XYZ,Good,2,4,1
54725,70,Aftersales,XYZ,Good,2,36.5,1
55751,70,Aftersales,XYZ,Good,2,2.8,1
56216,70,Aftersales,XYZ,Good,2,2.3,1
57953,70,Aftersales,XYZ,Good,2,3.8,1
58550,70,Aftersales,XYZ,Good,2,3.9,1
62806,70,Aftersales,XYZ,Good,2,1.5,1
63201,70,Aftersales,XYZ,Good,2,33.3,1
67314,70,Aftersales,XYZ,Good,2,34,1
67997,70,Aftersales,XYZ,Good,2,27.1,1
68279,70,Aftersales,XYZ,Good,2,1.8,1
72664,70,Aftersales,XYZ,Good,2,0,1
73656,70,Aftersales,XYZ,Good,2,7.1,1
73919,70,Aftersales,XYZ,Good,2,29.6,1
75312,70,Aftersales,XYZ,Good,2,0.7,1
78562,70,Aftersales,XYZ,Good,2,11.5,1
79357,70,Aftersales,XYZ,Good,2,8.4,1
81627,70,Aftersales,XYZ,Good,2,15.7,1
81696,70,Aftersales,XYZ,Good,2,2,1
81878,70,Aftersales,XYZ,Good,2,0.7,1
82336,70,Aftersales,XYZ,Good,2,11.3,1
83433,70,Aftersales,XYZ,Good,2,2.4,1
83921,70,Aftersales,XYZ,Good,2,1.8,1
84979,70,Aftersales,XYZ,Good,2,20.6,1
86627,70,Aftersales,XYZ,Good,2,3.5,1
87600,70,Aftersales,XYZ,Good,2,0.9,1
88292,70,Aftersales,XYZ,Good,2,20,1
88628,70,Aftersales,XYZ,Good,2,0.3,1
88969,70,Aftersales,XYZ,Good,2,16.3,1
89307,70,Aftersales,XYZ,Good,2,1.7,1
89328,70,Aftersales,XYZ,Good,2,0.6,1
89379,70,Aftersales,XYZ,Good,2,9.7,1
89940,70,Aftersales,XYZ,Good,2,0.4,1
90064,70,Aftersales,XYZ,Good,2,9.5,1
90172,70,Aftersales,XYZ,Good,2,3.8,1
90177,70,Aftersales,XYZ,Good,2,0.6,1
90568,70,Aftersales,XYZ,Good,2,3.2,1
91917,70,Aftersales,XYZ,Good,2,0.7,1
92628,70,Aftersales,XYZ,Good,2,2.5,1
95167,70,Aftersales,XYZ,Good,2,5.1,1
95170,70,Aftersales,XYZ,Good,2,2.8,1
95668,70,Aftersales,XYZ,Good,2,2.7,1
95670,70,Aftersales,XYZ,Good,2,2,1
96196,70,Aftersales,XYZ,Good,2,29,1
97557,70,Aftersales,XYZ,Good,2,6.8,1
97631,70,Aftersales,XYZ,Good,2,2.4,1
98627,70,Aftersales,XYZ,Good,2,18.2,1
99571,70,Aftersales,XYZ,Good,2,2.5,1
2547,13,Presales,XYZ,Good,2,1.3,1
3619,13,Presales,XYZ,Good,2,7.5,1
3986,13,Presales,XYZ,Good,2,17.8,1
5608,13,Presales,XYZ,Good,2,1.2,1
6300,13,Presales,XYZ,Good,2,2.6,1
6879,13,Presales,XYZ,Good,2,7,1
8067,13,Presales,XYZ,Good,2,30.2,1
8080,13,Presales,XYZ,Good,2,2.2,1
8606,13,Presales,XYZ,Good,2,7.1,1
10274,13,Presales,XYZ,Good,2,17.6,1
10419,13,Presales,XYZ,Good,2,0,1
13628,13,Presales,XYZ,Good,2,1,1
14570,13,Presales,XYZ,Good,2,1.7,1
17111,13,Presales,XYZ,Good,2,2.2,1
18927,13,Presales,XYZ,Good,2,4.5,1
19302,13,Presales,XYZ,Good,2,3.4,1
19521,13,Presales,XYZ,Good,2,7.9,1
20114,13,Presales,XYZ,Good,2,1.9,1
20677,13,Presales,XYZ,Good,2,15.1,1
22042,13,Presales,XYZ,Good,2,0.3,1
24985,13,Presales,XYZ,Good,2,3.6,1
26387,13,Presales,XYZ,Good,2,1.3,1
27124,13,Presales,XYZ,Good,2,10.5,1
27259,13,Presales,XYZ,Good,2,5,1
28039,13,Presales,XYZ,Good,2,13.3,1
30055,13,Presales,XYZ,Good,2,2.9,1
30135,13,Presales,XYZ,Good,2,3.5,1
30212,13,Presales,XYZ,Good,2,3.4,1
30230,13,Presales,XYZ,Good,2,1,1
30556,13,Presales,XYZ,Good,2,18,1
32168,13,Presales,XYZ,Good,2,36.5,1
34740,13,Presales,XYZ,Good,2,2.9,1
34926,13,Presales,XYZ,Good,2,3.1,1
35934,13,Presales,XYZ,Good,2,0,1
36203,13,Presales,XYZ,Good,2,26.8,1
37013,13,Presales,XYZ,Good,2,1.7,1
37093,13,Presales,XYZ,Good,2,3.1,1
38489,13,Presales,XYZ,Good,2,34.6,1
38680,13,Presales,XYZ,Good,2,33.7,1
41227,13,Presales,XYZ,Good,2,8,1
41258,13,Presales,XYZ,Good,2,2.2,1
45410,13,Presales,XYZ,Good,2,3.2,1
46105,13,Presales,XYZ,Good,2,0.2,1
46580,13,Presales,XYZ,Good,2,3,1
47979,13,Presales,XYZ,Good,2,16.9,1
48519,13,Presales,XYZ,Good,2,3.7,1
48862,13,Presales,XYZ,Good,2,2.7,1
53297,13,Presales,XYZ,Good,2,3.4,1
53915,13,Presales,XYZ,Good,2,0.5,1
54548,13,Presales,XYZ,Good,2,28.7,1
55427,13,Presales,XYZ,Good,2,6,1
56716,13,Presales,XYZ,Good,2,0.3,1
58596,13,Presales,XYZ,Good,2,1.3,1
58759,13,Presales,XYZ,Good,2,0.3,1
58810,13,Presales,XYZ,Good,2,8.5,1
59126,13,Presales,XYZ,Good,2,4.3,1
60797,13,Presales,XYZ,Good,2,18.5,1
61197,13,Presales,XYZ,Good,2,0.8,1
63358,13,Presales,XYZ,Good,2,8.6,1
63935,13,Presales,XYZ,Good,2,3.8,1
63958,13,Presales,XYZ,Good,2,4.4,1
65501,13,Presales,XYZ,Good,2,2.3,1
66255,13,Presales,XYZ,Good,2,3.8,1
67756,13,Presales,XYZ,Good,2,36.1,1
69086,13,Presales,XYZ,Good,2,1.2,1
71068,13,Presales,XYZ,Good,2,3.3,1
71548,13,Presales,XYZ,Good,2,0.6,1
72311,13,Presales,XYZ,Good,2,0.5,1
72702,13,Presales,XYZ,Good,2,0.9,1
73643,13,Presales,XYZ,Good,2,0.1,1
73772,13,Presales,XYZ,Good,2,1,1
75205,13,Presales,XYZ,Good,2,2.2,1
75827,13,Presales,XYZ,Good,2,7.4,1
76489,13,Presales,XYZ,Good,2,16.7,1
76608,13,Presales,XYZ,Good,2,0.1,1
80210,13,Presales,XYZ,Good,2,9.2,1
81152,13,Presales,XYZ,Good,2,0.1,1
83250,13,Presales,XYZ,Good,2,23.3,1
83946,13,Presales,XYZ,Good,2,4.8,1
85506,13,Presales,XYZ,Good,2,8,1
86526,13,Presales,XYZ,Good,2,18.3,1
86976,13,Presales,XYZ,Good,2,0.3,1
89113,13,Presales,XYZ,Good,2,9.7,1
89508,13,Presales,XYZ,Good,2,15.1,1
89754,13,Presales,XYZ,Good,2,0.5,1
91714,13,Presales,XYZ,Good,2,29.9,1
92500,13,Presales,XYZ,Good,2,1.2,1
95234,13,Presales,XYZ,Good,2,3.8,1
95331,13,Presales,XYZ,Good,2,2.7,1
96770,13,Presales,XYZ,Good,2,26.7,1
97610,13,Presales,XYZ,Good,2,26.9,1
98049,13,Presales,XYZ,Good,2,9.5,1
98518,13,Presales,XYZ,Good,2,30.8,1
98695,13,Presales,XYZ,Good,2,0.8,1
855,13,Aftersales,XYZ,Good,2,25.1,1
4373,13,Aftersales,XYZ,Good,2,1.1,1
4578,13,Aftersales,XYZ,Good,2,1,1
6087,13,Aftersales,XYZ,Good,2,9.6,1
6434,13,Aftersales,XYZ,Good,2,0.8,1
7046,13,Aftersales,XYZ,Good,2,10,1
9406,13,Aftersales,XYZ,Good,2,4.9,1
10815,13,Aftersales,XYZ,Good,2,5.1,1
12442,13,Aftersales,XYZ,Good,2,6.7,1
14787,13,Aftersales,XYZ,Good,2,9.6,1
16510,13,Aftersales,XYZ,Good,2,0.6,1
17973,13,Aftersales,XYZ,Good,2,9.6,1
19282,13,Aftersales,XYZ,Good,2,16.6,1
21204,13,Aftersales,XYZ,Good,2,3.1,1
22535,13,Aftersales,XYZ,Good,2,2,1
24112,13,Aftersales,XYZ,Good,2,9.9,1
25321,13,Aftersales,XYZ,Good,2,2.3,1
26459,13,Aftersales,XYZ,Good,2,2.8,1
27402,13,Aftersales,XYZ,Good,2,0.8,1
27712,13,Aftersales,XYZ,Good,2,3,1
28462,13,Aftersales,XYZ,Good,2,3.7,1
28499,13,Aftersales,XYZ,Good,2,2.1,1
34791,13,Aftersales,XYZ,Good,2,13.6,1
34794,13,Aftersales,XYZ,Good,2,33.8,1
36193,13,Aftersales,XYZ,Good,2,14,1
37611,13,Aftersales,XYZ,Good,2,2,1
39039,13,Aftersales,XYZ,Good,2,4.3,1
43460,13,Aftersales,XYZ,Good,2,9.9,1
43922,13,Aftersales,XYZ,Good,2,3.2,1
44057,13,Aftersales,XYZ,Good,2,2.8,1
44253,13,Aftersales,XYZ,Good,2,3.6,1
44262,13,Aftersales,XYZ,Good,2,2.3,1
46929,13,Aftersales,XYZ,Good,2,18.8,1
47338,13,Aftersales,XYZ,Good,2,7.4,1
48778,13,Aftersales,XYZ,Good,2,2.1,1
49402,13,Aftersales,XYZ,Good,2,3.4,1
50434,13,Aftersales,XYZ,Good,2,7.3,1
54442,13,Aftersales,XYZ,Good,2,0.3,1
54877,13,Aftersales,XYZ,Good,2,3.4,1
55141,13,Aftersales,XYZ,Good,2,8.7,1
55789,13,Aftersales,XYZ,Good,2,3,1
57226,13,Aftersales,XYZ,Good,2,4.3,1
60876,13,Aftersales,XYZ,Good,2,25.3,1
61578,13,Aftersales,XYZ,Good,2,5.8,1
61591,13,Aftersales,XYZ,Good,2,3.1,1
62288,13,Aftersales,XYZ,Good,2,2.8,1
62710,13,Aftersales,XYZ,Good,2,5.6,1
63107,13,Aftersales,XYZ,Good,2,1.8,1
63702,13,Aftersales,XYZ,Good,2,2.5,1
63759,13,Aftersales,XYZ,Good,2,15.8,1
64170,13,Aftersales,XYZ,Good,2,4.9,1
65863,13,Aftersales,XYZ,Good,2,20,1
67725,13,Aftersales,XYZ,Good,2,2.5,1
67896,13,Aftersales,XYZ,Good,2,3.5,1
68453,13,Aftersales,XYZ,Good,2,1.3,1
68858,13,Aftersales,XYZ,Good,2,0.6,1
68868,13,Aftersales,XYZ,Good,2,5.1,1
69762,13,Aftersales,XYZ,Good,2,3.2,1
70768,13,Aftersales,XYZ,Good,2,1.2,1
71410,13,Aftersales,XYZ,Good,2,5.1,1
71420,13,Aftersales,XYZ,Good,2,33.6,1
72515,13,Aftersales,XYZ,Good,2,1.3,1
72801,13,Aftersales,XYZ,Good,2,4.4,1
73822,13,Aftersales,XYZ,Good,2,3.5,1
74938,13,Aftersales,XYZ,Good,2,9.4,1
78128,13,Aftersales,XYZ,Good,2,2.9,1
79149,13,Aftersales,XYZ,Good,2,3.7,1
80092,13,Aftersales,XYZ,Good,2,0.4,1
81117,13,Aftersales,XYZ,Good,2,7.1,1
81648,13,Aftersales,XYZ,Good,2,1.4,1
81785,13,Aftersales,XYZ,Good,2,4.1,1
84180,13,Aftersales,XYZ,Good,2,5.4,1
85805,13,Aftersales,XYZ,Good,2,2.9,1
88561,13,Aftersales,XYZ,Good,2,0.2,1
89368,13,Aftersales,XYZ,Good,2,3.5,1
89886,13,Aftersales,XYZ,Good,2,2.8,1
90016,13,Aftersales,XYZ,Good,2,19.9,1
90123,13,Aftersales,XYZ,Good,2,5.3,1
91600,13,Aftersales,XYZ,Good,2,35.4,1
92759,13,Aftersales,XYZ,Good,2,27.4,1
93126,13,Aftersales,XYZ,Good,2,6.6,1
94093,13,Aftersales,XYZ,Good,2,25.6,1
95283,13,Aftersales,XYZ,Good,2,1,1
95817,13,Aftersales,XYZ,Good,2,5.5,1
95916,13,Aftersales,XYZ,Good,2,25.3,1
96571,13,Aftersales,XYZ,Good,2,1.7,1
96817,13,Aftersales,XYZ,Good,2,1.4,1
97567,13,Aftersales,XYZ,Good,2,3.9,1
98491,13,Aftersales,XYZ,Good,2,0.2,1
100000,13,Aftersales,XYZ,Good,2,1.9,1
401,13,Billing,XYZ,Good,2,0,1
611,13,Billing,XYZ,Good,2,4,1
715,13,Billing,XYZ,Good,2,38.2,1
2571,13,Billing,XYZ,Good,2,39.2,1
2628,13,Billing,XYZ,Good,2,38,1
4162,13,Billing,XYZ,Good,2,3.5,1
4250,13,Billing,XYZ,Good,2,7.5,1
4482,13,Billing,XYZ,Good,2,2.8,1
5187,13,Billing,XYZ,Good,2,1.5,1
5632,13,Billing,XYZ,Good,2,10.6,1
5979,13,Billing,XYZ,Good,2,1.8,1
7353,13,Billing,XYZ,Good,2,2.7,1
7542,13,Billing,XYZ,Good,2,6.1,1
7622,13,Billing,XYZ,Good,2,9.2,1
8361,13,Billing,XYZ,Good,2,1.4,1
8714,13,Billing,XYZ,Good,2,4.4,1
9094,13,Billing,XYZ,Good,2,5.3,1
9345,13,Billing,XYZ,Good,2,3.6,1
9494,13,Billing,XYZ,Good,2,1.5,1
10142,13,Billing,XYZ,Good,2,25.6,1
11105,13,Billing,XYZ,Good,2,1.4,1
12618,13,Billing,XYZ,Good,2,2.4,1
12770,13,Billing,XYZ,Good,2,9.1,1
14039,13,Billing,XYZ,Good,2,2.1,1
14709,13,Billing,XYZ,Good,2,7.9,1
14742,13,Billing,XYZ,Good,2,36.3,1
14877,13,Billing,XYZ,Good,2,22.1,1
15336,13,Billing,XYZ,Good,2,3.2,1
15612,13,Billing,XYZ,Good,2,2.7,1
16889,13,Billing,XYZ,Good,2,28.8,1
17650,13,Billing,XYZ,Good,2,4.7,1
19035,13,Billing,XYZ,Good,2,3.1,1
20672,13,Billing,XYZ,Good,2,20.2,1
23280,13,Billing,XYZ,Good,2,6.1,1
24123,13,Billing,XYZ,Good,2,2.9,1
26729,13,Billing,XYZ,Good,2,2.2,1
27532,13,Billing,XYZ,Good,2,0.4,1
29971,13,Billing,XYZ,Good,2,2.4,1
30068,13,Billing,XYZ,Good,2,20.4,1
31519,13,Billing,XYZ,Good,2,9.4,1
32666,13,Billing,XYZ,Good,2,1.2,1
34169,13,Billing,XYZ,Good,2,3.4,1
35500,13,Billing,XYZ,Good,2,1.8,1
35933,13,Billing,XYZ,Good,2,4.1,1
36910,13,Billing,XYZ,Good,2,0.9,1
37324,13,Billing,XYZ,Good,2,1.2,1
37388,13,Billing,XYZ,Good,2,2.6,1
38392,13,Billing,XYZ,Good,2,9.4,1
39230,13,Billing,XYZ,Good,2,1.6,1
41082,13,Billing,XYZ,Good,2,4.5,1
41615,13,Billing,XYZ,Good,2,2.4,1
41675,13,Billing,XYZ,Good,2,3.7,1
42061,13,Billing,XYZ,Good,2,35.3,1
42263,13,Billing,XYZ,Good,2,0.7,1
43157,13,Billing,XYZ,Good,2,0.7,1
46585,13,Billing,XYZ,Good,2,9.6,1
47207,13,Billing,XYZ,Good,2,12.9,1
50617,13,Billing,XYZ,Good,2,0.2,1
51211,13,Billing,XYZ,Good,2,18.5,1
51442,13,Billing,XYZ,Good,2,0.6,1
51882,13,Billing,XYZ,Good,2,14.7,1
53174,13,Billing,XYZ,Good,2,12.8,1
53486,13,Billing,XYZ,Good,2,6.7,1
54048,13,Billing,XYZ,Good,2,2.2,1
54217,13,Billing,XYZ,Good,2,38,1
54319,13,Billing,XYZ,Good,2,1.8,1
55205,13,Billing,XYZ,Good,2,9.6,1
55672,13,Billing,XYZ,Good,2,3,1
55932,13,Billing,XYZ,Good,2,11.7,1
58337,13,Billing,XYZ,Good,2,36.4,1
59569,13,Billing,XYZ,Good,2,13.3,1
59999,13,Billing,XYZ,Good,2,1.6,1
61708,13,Billing,XYZ,Good,2,3.5,1
61798,13,Billing,XYZ,Good,2,2.9,1
61830,13,Billing,XYZ,Good,2,3.6,1
62774,13,Billing,XYZ,Good,2,18,1
66081,13,Billing,XYZ,Good,2,12,1
68550,13,Billing,XYZ,Good,2,7.6,1
68588,13,Billing,XYZ,Good,2,36.3,1
69739,13,Billing,XYZ,Good,2,1.7,1
72716,13,Billing,XYZ,Good,2,0,1
73280,13,Billing,XYZ,Good,2,6.6,1
73553,13,Billing,XYZ,Good,2,35.5,1
73834,13,Billing,XYZ,Good,2,1.8,1
74003,13,Billing,XYZ,Good,2,36.9,1
74041,13,Billing,XYZ,Good,2,14.7,1
74093,13,Billing,XYZ,Good,2,4,1
76336,13,Billing,XYZ,Good,2,13.2,1
77118,13,Billing,XYZ,Good,2,1.5,1
77285,13,Billing,XYZ,Good,2,3.7,1
77627,13,Billing,XYZ,Good,2,1.4,1
78207,13,Billing,XYZ,Good,2,7.3,1
79942,13,Billing,XYZ,Good,2,6.6,1
80054,13,Billing,XYZ,Good,2,7.1,1
80242,13,Billing,XYZ,Good,2,1.5,1
80264,13,Billing,XYZ,Good,2,7.1,1
81961,13,Billing,XYZ,Good,2,0.2,1
82061,13,Billing,XYZ,Good,2,9.1,1
82726,13,Billing,XYZ,Good,2,3.3,1
83383,13,Billing,XYZ,Good,2,0.9,1
83915,13,Billing,XYZ,Good,2,16.3,1
84441,13,Billing,XYZ,Good,2,3.9,1
86457,13,Billing,XYZ,Good,2,8.5,1
87129,13,Billing,XYZ,Good,2,0.3,1
87289,13,Billing,XYZ,Good,2,3.5,1
87526,13,Billing,XYZ,Good,2,18.4,1
88047,13,Billing,XYZ,Good,2,3.5,1
89318,13,Billing,XYZ,Good,2,10.3,1
91543,13,Billing,XYZ,Good,2,3,1
92770,13,Billing,XYZ,Good,2,4.3,1
93081,13,Billing,XYZ,Good,2,3.3,1
93386,13,Billing,XYZ,Good,2,6.3,1
93398,13,Billing,XYZ,Good,2,37,1
93471,13,Billing,XYZ,Good,2,0.8,1
93517,13,Billing,XYZ,Good,2,3.8,1
93688,13,Billing,XYZ,Good,2,2.1,1
94724,13,Billing,XYZ,Good,2,1.3,1
94866,13,Billing,XYZ,Good,2,6.9,1
95293,13,Billing,XYZ,Good,2,17.9,1
95583,13,Billing,XYZ,Good,2,0,1
95605,13,Billing,XYZ,Good,2,7.9,1
95754,13,Billing,XYZ,Good,2,7.7,1
96530,13,Billing,XYZ,Good,2,6.1,1
97029,13,Billing,XYZ,Good,2,34.2,1
97378,13,Billing,XYZ,Good,2,1.7,1
97986,13,Billing,XYZ,Good,2,3.6,1
98376,13,Billing,XYZ,Good,2,37.3,1
380,68,Drivers,ABC,Good,2,3,1
541,74,Drivers,ABC,Good,2,2,1
614,55,Drivers,ABC,Good,2,14.6,1
653,27,Drivers,ABC,Good,2,27.2,1
753,29,Drivers,ABC,Good,2,4.1,1
844,31,Drivers,ABC,Good,2,5.4,1
860,62,Drivers,ABC,Good,2,33.9,1
1000,76,Drivers,ABC,Good,2,5.6,1
1129,80,Drivers,ABC,Good,2,9.5,1
1135,6,Drivers,ABC,Good,2,3.7,1
1243,80,Drivers,ABC,Good,2,0.7,1
1366,28,Drivers,ABC,Good,2,6.4,1
1382,6,Drivers,ABC,Good,2,3.6,1
1502,65,Drivers,ABC,Good,2,23,1
1612,31,Drivers,ABC,Good,2,4.5,1
1649,76,Drivers,ABC,Good,2,19.2,1
1878,31,Drivers,ABC,Good,2,2.3,1
1909,31,Drivers,ABC,Good,2,6.3,1
1919,52,Drivers,ABC,Good,2,2.4,1
1955,66,Drivers,ABC,Good,2,1,1
1987,38,Drivers,ABC,Good,2,5.1,1
2092,45,Drivers,ABC,Good,2,3.2,1
2113,28,Drivers,ABC,Good,2,1.9,1
2204,24,Drivers,ABC,Good,2,15.5,1
2249,66,Drivers,ABC,Good,2,3.2,1
2314,23,Drivers,ABC,Good,2,1.3,1
2346,55,Drivers,ABC,Good,2,13.8,1
2446,74,Drivers,ABC,Good,2,1.5,1
2482,6,Drivers,ABC,Good,2,12,1
2536,31,Drivers,ABC,Good,2,18.6,1
2538,23,Drivers,ABC,Good,2,2.3,1
2698,29,Drivers,ABC,Good,2,0.2,1
2735,68,Drivers,ABC,Good,2,8.1,1
3109,57,Drivers,ABC,Good,2,9.5,1
3155,23,Drivers,ABC,Good,2,3.1,1
3264,65,Drivers,ABC,Good,2,0.2,1
3337,23,Drivers,ABC,Good,2,3.2,1
3370,45,Drivers,ABC,Good,2,39.6,1
3529,78,Drivers,ABC,Good,2,37.9,1
3597,80,Drivers,ABC,Good,2,0.1,1
3616,6,Drivers,ABC,Good,2,1.3,1
3637,23,Drivers,ABC,Good,2,0.5,1
4004,66,Drivers,ABC,Good,2,3.4,1
4218,74,Drivers,ABC,Good,2,6,1
4314,27,Drivers,ABC,Good,2,0.2,1
4534,66,Drivers,ABC,Good,2,2.4,1
4551,66,Drivers,ABC,Good,2,2.4,1
4735,52,Drivers,ABC,Good,2,5.5,1
4775,24,Drivers,ABC,Good,2,0.1,1
4778,38,Drivers,ABC,Good,2,25.6,1
4831,80,Drivers,ABC,Good,2,0.6,1
4903,80,Drivers,ABC,Good,2,2.5,1
4935,23,Drivers,ABC,Good,2,3.3,1
5191,23,Drivers,ABC,Good,2,0.7,1
5217,68,Drivers,ABC,Good,2,2,1
5358,55,Drivers,ABC,Good,2,0.7,1
5389,80,Drivers,ABC,Good,2,1,1
5535,45,Drivers,ABC,Good,2,34.5,1
5633,23,Drivers,ABC,Good,2,19.1,1
5863,34,Drivers,ABC,Good,2,1.4,1
5900,6,Drivers,ABC,Good,2,13,1
5910,77,Drivers,ABC,Good,2,16.8,1
6004,31,Drivers,ABC,Good,2,3,1
6037,76,Drivers,ABC,Good,2,1.3,1
6219,62,Drivers,ABC,Good,2,1.2,1
6468,27,Drivers,ABC,Good,2,0.7,1
6734,78,Drivers,ABC,Good,2,8.9,1
6857,68,Drivers,ABC,Good,2,5.4,1
7129,45,Drivers,ABC,Good,2,3.5,1
7328,77,Drivers,ABC,Good,2,25,1
7379,55,Drivers,ABC,Good,2,3.7,1
7424,57,Drivers,ABC,Good,2,8.6,1
7463,52,Drivers,ABC,Good,2,8.3,1
7764,34,Drivers,ABC,Good,2,3.8,1
7855,55,Drivers,ABC,Good,2,1.8,1
7856,27,Drivers,ABC,Good,2,33,1
7868,29,Drivers,ABC,Good,2,5.2,1
8111,38,Drivers,ABC,Good,2,6.5,1
8175,97,Drivers,ABC,Good,2,3.1,1
8179,76,Drivers,ABC,Good,2,32.5,1
8532,6,Drivers,ABC,Good,2,7,1
8537,55,Drivers,ABC,Good,2,2.1,1
8657,78,Drivers,ABC,Good,2,3.6,1
8817,45,Drivers,ABC,Good,2,0,1
8828,29,Drivers,ABC,Good,2,3.4,1
8852,27,Drivers,ABC,Good,2,4.3,1
8958,97,Drivers,ABC,Good,2,27.9,1
9025,66,Drivers,ABC,Good,2,5.1,1
9148,24,Drivers,ABC,Good,2,1.1,1
9175,65,Drivers,ABC,Good,2,3.5,1
9278,45,Drivers,ABC,Good,2,1.8,1
9313,66,Drivers,ABC,Good,2,0.4,1
9381,80,Drivers,ABC,Good,2,0.9,1
9440,76,Drivers,ABC,Good,2,23.6,1
9549,34,Drivers,ABC,Good,2,3.4,1
9580,80,Drivers,ABC,Good,2,18.3,1
9594,78,Drivers,ABC,Good,2,0.8,1
9830,80,Drivers,ABC,Good,2,0.7,1
9998,28,Drivers,ABC,Good,2,39,1
10027,57,Drivers,ABC,Good,2,1.7,1
10128,29,Drivers,ABC,Good,2,4.6,1
10362,68,Drivers,ABC,Good,2,2.5,1
10384,68,Drivers,ABC,Good,2,31.9,1
10493,45,Drivers,ABC,Good,2,7.8,1
10537,57,Drivers,ABC,Good,2,0.6,1
10586,52,Drivers,ABC,Good,2,2.6,1
10666,28,Drivers,ABC,Good,2,4.1,1
10842,34,Drivers,ABC,Good,2,4,1
11249,24,Drivers,ABC,Good,2,3,1
11255,76,Drivers,ABC,Good,2,2.5,1
11312,62,Drivers,ABC,Good,2,3.8,1
11396,6,Drivers,ABC,Good,2,1.1,1
11399,24,Drivers,ABC,Good,2,23,1
11710,29,Drivers,ABC,Good,2,8.3,1
11730,6,Drivers,ABC,Good,2,13.7,1
11765,31,Drivers,ABC,Good,2,29.8,1
11880,74,Drivers,ABC,Good,2,3.5,1
11970,23,Drivers,ABC,Good,2,2.6,1
12099,28,Drivers,ABC,Good,2,16.2,1
12197,80,Drivers,ABC,Good,2,2.4,1
12203,31,Drivers,ABC,Good,2,1.4,1
12323,55,Drivers,ABC,Good,2,14.6,1
